Account	Flag	Check Number	Date	Payee	Category	Master Category	Sub Category	Memo	Outflow	Inflow	Cleared	Running Balance
Capital One Quicksilver			1/26/2018	Walgreens	Everday Wants:Spending Money	Everday Wants	Spending Money	Paper towel	$6.14 	$0.00 	R	($70.35)
Capital One Quicksilver			1/26/2018	Cherry Repulic	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Delish Salsa	$7.02 	$0.00 	R	($77.37)
Capital One Quicksilver			1/26/2018	Frita Batidos	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley	$37.39 	$0.00 	R	($114.76)
Capital One Quicksilver			1/28/2018	USPS	Infrequent Purchases and Payments:Ebay Profit / Loss	Infrequent Purchases and Payments	Ebay Profit / Loss	Shipping Materials	$7.27 	$0.00 	R	($122.03)
Capital One Quicksilver			2/1/2018	Amazon	Everday Wants:Spending Money	Everday Wants	Spending Money	Confirmation of Seller Account	$0.01 	$0.00 	R	($122.04)
Capital One Quicksilver			2/1/2018	Sparrow Meat Market	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Meat and Onions	$6.80 	$0.00 	R	($128.84)
Capital One Quicksilver			2/1/2018	Charlies	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Gang	$26.75 	$0.00 	R	($155.59)
Capital One Quicksilver			2/3/2018	Ace Barnes	Everday Wants:Spending Money	Everday Wants	Spending Money	Air filter and water bottle	$8.35 	$0.00 	R	($163.94)
Capital One Quicksilver			2/3/2018	Kroger	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Milk spices Super Bowl 	$31.09 	$0.00 	R	($195.03)
Capital One Quicksilver			2/3/2018	Campus Corner Store	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Liquior Super Bowl	$39.17 	$0.00 	R	($234.20)
Capital One Quicksilver			2/5/2018	Ann Arbor	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	Parking	$0.25 	$0.00 	R	($234.45)
Capital One Quicksilver			2/6/2018	USPS	Infrequent Purchases and Payments:Ebay Profit / Loss	Infrequent Purchases and Payments	Ebay Profit / Loss	Shipping Materials	$3.98 	$0.00 	R	($238.43)
Capital One Quicksilver			2/7/2018	Sadako	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley	$7.42 	$0.00 	R	($245.85)
Capital One Quicksilver			2/9/2018	Meijer	Everyday Needs:Gasoline	Everyday Needs	Gasoline	Gas	$23.86 	$0.00 	R	($269.71)
Capital One Quicksilver			2/9/2018	Sparrow Meat Market	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Chicken meatballs	$120.00 	$0.00 	R	($389.71)
Capital One Quicksilver			2/12/2018	Meijer	Everyday Needs:General Grocery	Everyday Needs	General Grocery	General Items	$26.33 	$0.00 	R	($416.04)
Capital One Quicksilver			2/12/2018	Grace Harper Florists	Infrequent Purchases and Payments:Gifts	Infrequent Purchases and Payments	Gifts	Vday	$63.55 	$0.00 	R	($479.59)
Capital One Quicksilver			2/14/2018	Ebay	Infrequent Purchases and Payments:Large One Time Purchases (Watches / Bikes etc)	Infrequent Purchases and Payments	Large One Time Purchases (Watches / Bikes etc)	(Split 1/2) Buying srpb44j1 for personal and resale	$375.00 	$0.00 	R	"($1,229.59)"
Capital One Quicksilver			2/14/2018	Ebay	Infrequent Purchases and Payments:Investment Purchases (For Resale)	Infrequent Purchases and Payments	Investment Purchases (For Resale)	(Split 2/2) Buying srpb44j1 for personal and resale	$375.00 	$0.00 	R	"($1,229.59)"
Capital One Quicksilver			2/15/2018	Sparrow Meat Market	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Mustard	$3.90 	$0.00 	R	"($1,233.49)"
Capital One Quicksilver			2/15/2018	Sparrow Meat Market	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley Salmon	$35.90 	$0.00 	R	"($1,269.39)"
Capital One Quicksilver			2/16/2018	Falsetta's Market	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley Wine	$6.35 	$0.00 	R	"($1,275.74)"
Capital One Quicksilver			2/16/2018	European Tanning Salan	Everday Wants:Spending Money	Everday Wants	Spending Money	Tanning with Haley	$6.60 	$0.00 	R	"($1,282.34)"
Capital One Quicksilver			2/16/2018	Espresso Royale	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley	$7.84 	$0.00 	R	"($1,290.18)"
Capital One Quicksilver			2/17/2018	Ebay	Infrequent Purchases and Payments:Large One Time Purchases (Watches / Bikes etc)	Infrequent Purchases and Payments	Large One Time Purchases (Watches / Bikes etc)	Buying Sarbo033 for personal use 	$265.00 	$0.00 	R	"($1,555.18)"
Capital One Quicksilver			2/18/2018	Shell Gas	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Gun lake	$10.00 	$0.00 	R	"($1,565.18)"
Capital One Quicksilver			2/19/2018	Sams Food Store - Gun Lake	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Liquior	$10.06 	$0.00 	R	"($1,575.24)"
Capital One Quicksilver			2/19/2018	Charlies	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Out with the gang	$16.15 	$0.00 	R	"($1,591.39)"
Capital One Quicksilver			2/21/2018	Espresso Royale	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Coffee	$2.33 	$0.00 	R	"($1,593.72)"
Capital One Quicksilver			2/22/2018	Ashley's	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	The gang	$37.89 	$0.00 	R	"($1,631.61)"
Capital One Quicksilver			2/22/2018	Sic Transit Cycle	Infrequent Purchases and Payments:Large One Time Purchases (Watches / Bikes etc)	Infrequent Purchases and Payments	Large One Time Purchases (Watches / Bikes etc)		$641.24 	$0.00 	R	"($2,272.85)"
Capital One Quicksilver			2/23/2018	Sadako	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley Orange Sauce	$4.23 	$0.00 	R	"($2,277.08)"
Capital One Quicksilver			2/23/2018	Kroger	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Misc items 	$7.97 	$0.00 	R	"($2,285.05)"
Capital One Quicksilver			2/24/2018	Sparrow Meat Market	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$6.04 	$0.00 	R	"($2,291.09)"
Capital One Quicksilver			2/24/2018	Ebay	Infrequent Purchases and Payments:Large One Time Purchases (Watches / Bikes etc)	Infrequent Purchases and Payments	Large One Time Purchases (Watches / Bikes etc)	Seiko Alpinist 	$378.00 	$0.00 	R	"($2,669.09)"
Capital One Quicksilver			2/25/2018	Shell Gas	Everyday Needs:Gasoline	Everyday Needs	Gasoline		$22.26 	$0.00 	R	"($2,691.35)"
Capital One Quicksilver			2/25/2018	Slows	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Hay	$58.36 	$0.00 	R	"($2,749.71)"
Capital One Quicksilver			2/26/2018	Sadako	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Connor	$15.50 	$0.00 	R	"($2,765.21)"
Capital One Quicksilver			2/27/2018	Witches Hat	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Allison	$9.42 	$0.00 	R	"($2,774.63)"
Capital One Quicksilver			2/27/2018	Lakestreet Tavern	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Evan matt Phil	$25.66 	$0.00 	R	"($2,800.29)"
Capital One Quicksilver			3/1/2018	Transfer : Checking Main					$0.00 	$107.74 	R	"($2,692.55)"
Capital One Quicksilver			3/1/2018	The Trail	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Out 	$21.00 	$0.00 	R	"($2,713.55)"
Capital One Quicksilver			3/3/2018	Starbucks	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	After meeting with GSI	$2.07 	$0.00 	R	"($2,715.62)"
Capital One Quicksilver			3/3/2018	BP	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Arnold 	$14.46 	$0.00 	R	"($2,730.08)"
Capital One Quicksilver			3/4/2018	Brueggers Bagels	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation		$2.69 	$0.00 	R	"($2,732.77)"
Capital One Quicksilver			3/4/2018	Burger King	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Arnold 	$5.37 	$0.00 	R	"($2,738.14)"
Capital One Quicksilver			3/4/2018	Jamison Bar And Grille	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Brittany	$17.83 	$0.00 	R	"($2,755.97)"
Capital One Quicksilver			3/4/2018	Speedway	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Drive back 	$24.72 	$0.00 	R	"($2,780.69)"
Capital One Quicksilver			3/4/2018	Flipside Columbus	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Best burger ever 	$40.60 	$0.00 	R	"($2,821.29)"
Capital One Quicksilver			3/5/2018	Champs Market	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	out with ken and rachel	$2.99 	$0.00 	R	"($2,824.28)"
Capital One Quicksilver			3/5/2018	Kilowatt Tanning	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Tanning on the way to the arnold	$4.10 	$0.00 	R	"($2,828.38)"
Capital One Quicksilver			3/5/2018	McDonalds	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley	$5.30 	$0.00 	R	"($2,833.68)"
Capital One Quicksilver			3/5/2018	Subway	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Out with Ken	$25.13 	$0.00 	R	"($2,858.81)"
Capital One Quicksilver			3/6/2018	The Sugar house	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley	$68.36 	$0.00 	R	"($2,927.17)"
Capital One Quicksilver			3/7/2018	Palmer Commons	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Coffee Teerth Andrei 	$2.20 	$0.00 	R	"($2,929.37)"
Capital One Quicksilver			3/7/2018	USPS	Infrequent Purchases and Payments:Ebay Profit / Loss	Infrequent Purchases and Payments	Ebay Profit / Loss	Shipping Items	$5.48 	$0.00 	R	"($2,934.85)"
Capital One Quicksilver			3/7/2018	USPS	Infrequent Purchases and Payments:Ebay Profit / Loss	Infrequent Purchases and Payments	Ebay Profit / Loss	Shipping Costs	$48.65 	$0.00 	R	"($2,983.50)"
Capital One Quicksilver			3/8/2018	Knights	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$5.25 	$0.00 	R	"($2,988.75)"
Capital One Quicksilver			3/8/2018	Titos	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Out with gang	$9.77 	$0.00 	R	"($2,998.52)"
Capital One Quicksilver			3/9/2018	Mobil	Everyday Needs:Gasoline	Everyday Needs	Gasoline		$20.49 	$0.00 	R	"($3,019.01)"
Capital One Quicksilver			3/9/2018	Kroger	Everyday Needs:General Grocery	Everyday Needs	General Grocery		$20.78 	$0.00 	R	"($3,039.79)"
Capital One Quicksilver			3/10/2018	Walmart	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Out with Allison - cookies	$12.49 	$0.00 	R	"($3,052.28)"
Capital One Quicksilver			3/10/2018	Kroger	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Picking up things	$17.98 	$0.00 	R	"($3,070.26)"
Capital One Quicksilver			3/10/2018	South Lyon Hotel	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Allison	$26.00 	$0.00 	R	"($3,096.26)"
Capital One Quicksilver			3/14/2018	Palmer Commons	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Coffee 	$2.20 	$0.00 	R	"($3,098.46)"
Capital One Quicksilver			3/14/2018	Palmer Commons	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Coffee 	$2.33 	$0.00 	R	"($3,100.79)"
Capital One Quicksilver			3/14/2018	Amers	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Andrei and Teerth	$13.65 	$0.00 	R	"($3,114.44)"
Capital One Quicksilver			3/16/2018	Buffalo Wild Wings	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Sams birthday	$38.00 	$0.00 	R	"($3,152.44)"
Capital One Quicksilver			3/17/2018	Bubble Island	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Bubble tea	$3.95 	$0.00 	R	"($3,156.39)"
Capital One Quicksilver			3/17/2018	Insomnia Cookies	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$5.09 	$0.00 	R	"($3,161.48)"
Capital One Quicksilver			3/17/2018	Spencer	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Andrei Birthday	$30.79 	$0.00 	R	"($3,192.27)"
Capital One Quicksilver			3/20/2018	11-Jul	Everday Wants:Spending Money	Everday Wants	Spending Money		$1.99 	$0.00 	R	"($3,194.26)"
Capital One Quicksilver			3/20/2018	Palmer Commons	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$2.33 	$0.00 	R	"($3,196.59)"
Capital One Quicksilver			3/22/2018	Palmer Commons	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Coffee	$2.20 	$0.00 	R	"($3,198.79)"
Capital One Quicksilver			3/22/2018	Ashley's	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	out with the gang	$3.65 	$0.00 	R	"($3,202.44)"
Capital One Quicksilver			3/22/2018	USPS	Infrequent Purchases and Payments:Ebay Profit / Loss	Infrequent Purchases and Payments	Ebay Profit / Loss	Shipping Howard watch	$7.27 	$0.00 	R	"($3,209.71)"
Capital One Quicksilver			3/22/2018	Charlies	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	out with the gang	$13.00 	$0.00 	R	"($3,222.71)"
Capital One Quicksilver			3/22/2018	Ashley's	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Out with gang	$19.00 	$0.00 	R	"($3,241.71)"
Capital One Quicksilver			3/22/2018	Campus Corner Store	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Andrei Birthday	$23.42 	$0.00 	R	"($3,265.13)"
Capital One Quicksilver			3/22/2018	Meijer	Everyday Needs:General Grocery	Everyday Needs	General Grocery		$30.58 	$0.00 	R	"($3,295.71)"
Capital One Quicksilver			3/26/2018	Palmer Commons	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Coffee	$1.95 	$0.00 	R	"($3,297.66)"
Capital One Quicksilver			3/26/2018	Espresso Royale	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Out with Ashley	$13.59 	$0.00 	R	"($3,311.25)"
Capital One Quicksilver			3/26/2018	University Of Michigan	Everday Wants:Spending Money	Everday Wants	Spending Money	Football Tickets	$190.00 	$0.00 	R	"($3,501.25)"
Capital One Quicksilver			3/27/2018	Mens Warehouse	Everday Wants:Shoes and Clothing [20→100]	Everday Wants	Shoes and Clothing [20→100]	Fitting the clothes	$12.72 	$0.00 	R	"($3,513.97)"
Capital One Quicksilver			3/28/2018	Palmer Commons	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Coffee	$2.20 	$0.00 	R	"($3,516.17)"
Capital One Quicksilver			3/29/2018	Paypal	Infrequent Purchases and Payments:Investment Purchases (For Resale)	Infrequent Purchases and Payments	Investment Purchases (For Resale)	Spot on times refund	$0.00 	$750.00 	R	"($2,766.17)"
Capital One Quicksilver			3/29/2018	Espresso Royale	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Ashley	$5.94 	$0.00 	R	"($2,772.11)"
Capital One Quicksilver			3/29/2018	Charlies	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Joeys birthday	$75.80 	$0.00 	R	"($2,847.91)"
Capital One Quicksilver			3/30/2018	Charlies	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Chelsea	$32.90 	$0.00 	R	"($2,880.81)"
Capital One Quicksilver			3/30/2018	Caseys Tavern	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Chelsea	$50.46 	$0.00 	R	"($2,931.27)"
Capital One Quicksilver			3/31/2018	Transfer : Checking Main					$0.00 	"$2,657.47 "	R	($273.80)
Capital One Quicksilver			3/31/2018	Beaver Trap	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Pountine	$13.77 	$0.00 	R	($287.57)
Capital One Quicksilver			3/31/2018	Skeeps	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Shots	$18.00 	$0.00 	R	($305.57)
Capital One Quicksilver			3/31/2018	Ricks	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Out with Joey	$30.00 	$0.00 	R	($335.57)
Capital One Quicksilver			3/31/2018	Beaver Trap	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Beer	$32.68 	$0.00 	R	($368.25)
Capital One Quicksilver			4/1/2018	Kroger	Everday Wants:Spending Money	Everday Wants	Spending Money	House Items	$14.17 	$0.00 	R	($382.42)
Capital One Quicksilver			4/1/2018	Mobile	Everyday Needs:Gasoline	Everyday Needs	Gasoline	Home for easter	$25.53 	$0.00 	R	($407.95)
Capital One Quicksilver			4/1/2018	Spirit	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Trip with Vienna and Sam	$98.38 	$0.00 	R	($506.33)
Capital One Quicksilver			4/1/2018	Ebay	Infrequent Purchases and Payments:Ebay Profit / Loss	Infrequent Purchases and Payments	Ebay Profit / Loss	Payments towards profits	$109.77 	$0.00 	R	($616.10)
Capital One Quicksilver			4/2/2018	Palmer Commons	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Coffee	$2.20 	$0.00 	R	($618.30)
Capital One Quicksilver			4/3/2018	Capital One	Income:Available this month	Income	Available this month	Redeem account credit	$0.00 	$48.97 	R	($569.33)
Capital One Quicksilver			4/4/2018	Palmer Commons	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Coffee	$2.20 	$0.00 	R	($571.53)
Capital One Quicksilver			4/4/2018	Palmer Commons	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$2.33 	$0.00 	R	($573.86)
Capital One Quicksilver			4/7/2018	Espresso Royale	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$2.33 	$0.00 	R	($576.19)
Capital One Quicksilver			4/7/2018	Angelos	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	With Dan Seigel - Mckinsey	$17.23 	$0.00 	R	($593.42)
Capital One Quicksilver			4/7/2018	Kroger	Everyday Needs:General Grocery	Everyday Needs	General Grocery		$17.64 	$0.00 	R	($611.06)
Capital One Quicksilver			4/8/2018	Palmer Commons	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$2.33 	$0.00 	R	($613.39)
Capital One Quicksilver			4/8/2018	Ashleys	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	With Andrei	$9.46 	$0.00 	R	($622.85)
Capital One Quicksilver			4/8/2018	Cantina	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Burgers at Charlies	$14.40 	$0.00 	R	($637.25)
Capital One Quicksilver			4/8/2018	The Wurst Bar	Everday Wants:Spending Money	Everday Wants	Spending Money	Out for Eli's Birthday	$33.39 	$0.00 	R	($670.64)
Capital One Quicksilver			4/9/2018	Pretzel Bell	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	out with Ben Rathi	$15.22 	$0.00 	R	($685.86)
Capital One Quicksilver			4/11/2018	Palmer Commons	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$1.95 	$0.00 	R	($687.81)
Capital One Quicksilver			4/11/2018	Palmer Commons	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$5.09 	$0.00 	R	($692.90)
Capital One Quicksilver			4/12/2018	Kroger	Everyday Needs:General Grocery	Everyday Needs	General Grocery		$41.69 	$0.00 	R	($734.59)
Capital One Quicksilver			4/14/2018	Brown Jug	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Out with the gang	$35.20 	$0.00 	R	($769.79)
Capital One Quicksilver			4/16/2018	China Gate	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	out with Eli and Andrei	$16.79 	$0.00 	R	($786.58)
Capital One Quicksilver			4/17/2018	Espresso Royale	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$1.49 	$0.00 	R	($788.07)
Capital One Quicksilver			4/17/2018	Espresso Royale	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Coffee for students	$2.33 	$0.00 	R	($790.40)
Capital One Quicksilver			4/17/2018	Espresso Royale	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Coffee for studnets	$2.33 	$0.00 	R	($792.73)
Capital One Quicksilver			4/17/2018	Espresso Royale	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$2.76 	$0.00 	R	($795.49)
Capital One Quicksilver			4/21/2018	Blue Lep	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Bar Crawl	$9.00 	$0.00 	R	($804.49)
Capital One Quicksilver			4/21/2018	Garage Bar	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Lunch with Matt S	$12.10 	$0.00 	R	($816.59)
Capital One Quicksilver			4/21/2018	Blue Lep	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Bar Crawl	$16.00 	$0.00 	R	($832.59)
Capital One Quicksilver			4/21/2018	Brown Jug	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Bar Crawl	$18.48 	$0.00 	R	($851.07)
Capital One Quicksilver			4/23/2018	Sadako	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Sushi for lunch 	$8.46 	$0.00 	R	($859.53)
Capital One Quicksilver			4/23/2018	No Thai	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Andrei	$10.07 	$0.00 	R	($869.60)
Capital One Quicksilver			4/24/2018	Palmer Commons	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Coffee	$2.07 	$0.00 	R	($871.67)
Capital One Quicksilver			4/24/2018	Palmer Commons	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Coffee	$3.30 	$0.00 	R	($874.97)
Capital One Quicksilver			4/24/2018	Dairy Queen	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Out with the gang	$9.09 	$0.00 	R	($884.06)
Capital One Quicksilver			4/24/2018	Knights	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Lunch with Matt Steinmalch	$17.85 	$0.00 	R	($901.91)
Capital One Quicksilver			4/24/2018	Tios Mexican	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Out with the gang	$23.14 	$0.00 	R	($925.05)
Capital One Quicksilver			4/24/2018	Walmart	Everday Wants:Bike Transport and Gear	Everday Wants	Bike Transport and Gear	(Split 1/2) Bike Rack	$37.09 	$0.00 	R	($966.16)
Capital One Quicksilver			4/24/2018	Walmart	Everday Wants:Spending Money	Everday Wants	Spending Money	(Split 2/2) Caffeine Pills	$4.02 	$0.00 	R	($966.16)
Capital One Quicksilver			4/25/2018	Transfer : Checking Main					$0.00 	$843.78 	R	($122.38)
Capital One Quicksilver			4/25/2018	Sargent Peppers Liquior	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Beer for Brendas	$12.29 	$0.00 	R	($134.67)
Capital One Quicksilver			4/26/2018	Sun Tan City	Everday Wants:Tanning [20->50]	Everday Wants	Tanning [20->50]	Trying out the Fastest Tanning Bed	$8.28 	$0.00 	R	($142.95)
Capital One Quicksilver			4/26/2018	Kroger	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Getting some last minute items	$16.29 	$0.00 	R	($159.24)
Capital One Quicksilver			4/26/2018	Ricks	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Joey	$22.00 	$0.00 	R	($181.24)
Capital One Quicksilver			4/26/2018	Sadako	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	With John	$33.00 	$0.00 	R	($214.24)
Capital One Quicksilver			4/26/2018	Ricks	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Joey	$37.50 	$0.00 	R	($251.74)
Capital One Quicksilver			4/28/2018	Movie Theatre	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Out with the gang for Isle of Dogs	$8.22 	$0.00 	R	($259.96)
Capital One Quicksilver			4/28/2018	Charlies	Everday Wants:Dating	Everday Wants	Dating	Bella	$15.75 	$0.00 	R	($275.71)
Capital One Quicksilver			4/28/2018	Pretzel Bell	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Joey and Fam and Bella Connor	$72.00 	$0.00 	R	($347.71)
Capital One Quicksilver			4/29/2018	Starbucks	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Coffee before labcorp	$2.39 	$0.00 	R	($350.10)
Capital One Quicksilver			4/29/2018	Lyon Cantina	Everday Wants:Dating	Everday Wants	Dating	Alli McMaster	$29.00 	$0.00 	R	($379.10)
Capital One Quicksilver			4/29/2018	Sadako	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Connor and I meal	$38.76 	$0.00 	R	($417.86)
Capital One Quicksilver			4/30/2018	Ebay	Infrequent Purchases and Payments:Ebay Profit / Loss	Infrequent Purchases and Payments	Ebay Profit / Loss	Fees	$15.27 	$0.00 	R	($433.13)
Capital One Quicksilver			5/1/2018	Snooze	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Breakfast with Vienna	$40.80 	$0.00 	R	($473.93)
